Flow;Steam;pressure;temperature;compo1;compo2;compo3;compo4;compo5;compo6;compo7;compo8;compo9;compo10;compo11
16,542432;0,4646;2,983230362;834,1354;0;0,7649847;61,36577268;37,31025379;0,05299894;0,04199916;0,10199796;0,21099578;0,14399712;0,00699986;0
15,526176;0,5454;2,889085025;854,1155;0;0,7649847;61,36577268;37,31025379;0,05299894;0,04199916;0,10199796;0,21099578;0,14399712;0,00699986;0
17,607584;0,57;2,238893792;863,3694;0;0,7649847;61,36577268;37,31025379;0,05299894;0,04199916;0,10199796;0,21099578;0,14399712;0,00699986;0
17,824032;0,4018;2,543885457;862,6011;0;0,7649847;61,36577268;37,31025379;0,05299894;0,04199916;0,10199796;0,21099578;0,14399712;0,00699986;0
17,406368;0,4867;2,663528489;814,1841;0;0,7649847;61,36577268;37,31025379;0,05299894;0,04199916;0,10199796;0,21099578;0,14399712;0,00699986;0
13,893536;0,3738;2,789055605;828,6199;0;0,7649847;61,36577268;37,31025379;0,05299894;0,04199916;0,10199796;0,21099578;0,14399712;0,00699986;0
13,527328;0,4933;2,498774149;827,2164;0;0,7649847;61,36577268;37,31025379;0,05299894;0,04199916;0,10199796;0,21099578;0,14399712;0,00699986;0
12,10912;0,5657;2,139845052;861,7002;0;0,7649847;61,36577268;37,31025379;0,05299894;0,04199916;0,10199796;0,21099578;0,14399712;0,00699986;0
13,511776;0,4628;2,84691576;839,6364;0;0,7649847;61,36577268;37,31025379;0,05299894;0,04199916;0,10199796;0,21099578;0,14399712;0,00699986;0
14,028672;0,492;2,735118172;805,4296;0;0,7649847;61,36577268;37,31025379;0,05299894;0,04199916;0,10199796;0,21099578;0,14399712;0,00699986;0
15,75232;0,3281;2,587035403;822,1879;0;0,7649847;61,36577268;37,31025379;0,05299894;0,04199916;0,10199796;0,21099578;0,14399712;0,00699986;0
15,166368;0,4611;2,378150436;820,9054;0;0,7649847;61,36577268;37,31025379;0,05299894;0,04199916;0,10199796;0,21099578;0,14399712;0,00699986;0
12,1408;0,5848;2,844954398;803,562;0;0,7649847;61,36577268;37,31025379;0,05299894;0,04199916;0,10199796;0,21099578;0,14399712;0,00699986;0
15,517024;0,5968;2,447778758;850,0627;0;0,7649847;61,36577268;37,31025379;0,05299894;0,04199916;0,10199796;0,21099578;0,14399712;0,00699986;0
